Wind,PV,Constant,Demand_el
0.001081806,0.003521498,0.002739726,0.002850166
0.002640199,0.002216367,0.002739726,0.002933692
0.001115036,0.001485192,0.002739726,0.00274481
0.001393409,0.001795,0.002739726,0.002307102
0.004355175,0.002028287,0.002739726,0.002260856
0.001109231,0.00332757,0.002739726,0.00192565
0.00447875,0.002039391,0.002739726,0.0021165
0.004602738,0.003130169,0.002739726,0.002770291
0.001311284,0.001945001,0.002739726,0.002741564
0.000438684,0.003076019,0.002739726,0.002802464
0.000609601,0.003116554,0.002739726,0.002745606
0.000646606,0.003137543,0.002739726,0.002325406
0.003136011,0.001951994,0.002739726,0.00209427
0.0037782,0.002514995,0.002739726,0.002820749
0.002505626,0.004402086,0.002739726,0.002940378
0.002788495,0.003103215,0.002739726,0.002919271
0.002237611,0.003994661,0.002739726,0.002886468
0.000918087,0.003243135,0.002739726,0.002789721
0.002000862,0.003549612,0.002739726,0.002395001
0.001931841,0.003100897,0.002739726,0.00216408
0.002019712,0.003792812,0.002739726,0.002836602
0.001679517,0.002398885,0.002739726,0.002770004
0.003172118,0.003987371,0.002739726,0.002802911
0.005523008,0.003477077,0.002739726,0.002910338
0.002309289,0.004240109,0.002739726,0.002773996
0.002382968,0.003870416,0.002739726,0.00219564
0.003426522,0.003052016,0.002739726,0.00204583
0.002206334,0.004698707,0.002739726,0.002251824
0.002302796,0.005194462,0.002739726,0.002031561
0.001931444,0.005076297,0.002739726,0.002645123
0.00095977,0.004238198,0.002739726,0.00267496
0.001354237,0.005013338,0.002739726,0.002616513
0.001138925,0.002509454,0.002739726,0.002145339
0.000690375,0.002321616,0.002739726,0.001982025
0.000298782,0.003354121,0.002739726,0.002523016
0.001695975,0.005117465,0.002739726,0.002649701
0.002253685,0.003478016,0.002739726,0.002681986
0.003333721,0.004818147,0.002739726,0.002777964
0.004790983,0.004686187,0.002739726,0.002801746
0.005243905,0.00327991,0.002739726,0.002273626
0.001159151,0.004962924,0.002739726,0.001992672
0.001959092,0.005959731,0.002739726,0.002654042
0.002004468,0.004267062,0.002739726,0.002685184
0.004725836,0.00368062,0.002739726,0.002808273
0.002383469,0.005744151,0.002739726,0.002208253
0.002937299,0.004676167,0.002739726,0.002327453
0.000945954,0.005384026,0.002739726,0.002143505
0.001606804,0.005538085,0.002739726,0.002091594
0.002630412,0.004548948,0.002739726,0.002697709
0.001985285,0.005079517,0.002739726,0.002749582
0.002081042,0.005099897,0.002739726,0.002779741
0.003202545,0.005981581,0.002739726,0.002852141
0.00238781,0.006744528,0.002739726,0.002698397
0.001565999,0.006686276,0.002739726,0.002127048
0.000590488,0.004939187,0.002739726,0.001883596
0.000736717,0.005392646,0.002739726,0.002053371
0.002603757,0.005536391,0.002739726,0.002748761
0.001238868,0.004695128,0.002739726,0.0027811
0.001048821,0.003746578,0.002739726,0.002762411
0.004858388,0.003475277,0.002739726,0.002896935
0.002836308,0.005004237,0.002739726,0.00236376
0.000996943,0.002299677,0.002739726,0.001970779
0.00116626,0.003182063,0.002739726,0.002663081
0.002043524,0.004401014,0.002739726,0.002813371
0.001401479,0.003094801,0.002739726,0.002726042
0.000934417,0.004350151,0.002739726,0.002527704
0.003236586,0.003918869,0.002739726,0.002645023
0.004619671,0.004854373,0.002739726,0.002363175
0.001443751,0.004176062,0.002739726,0.002029851
0.000457743,0.004091838,0.002739726,0.002618279
0.000758153,0.003746365,0.002739726,0.002690469
0.001359042,0.003453338,0.002739726,0.002685087
0.000409873,0.004689576,0.002739726,0.002671549
0.00146768,0.004803601,0.002739726,0.002669158
0.002238429,0.004781029,0.002739726,0.002263052
0.002962353,0.005202526,0.002739726,0.002154785
0.00322215,0.005629461,0.002739726,0.002832631
0.00048617,0.004964346,0.002739726,0.002749635
0.001118009,0.002733775,0.002739726,0.00273264
0.001346146,0.004199157,0.002739726,0.002803966
0.002944009,0.005539661,0.002739726,0.002762887
0.002814639,0.005639699,0.002739726,0.002320169
0.003778905,0.004331381,0.002739726,0.002203715
0.006300526,0.004311253,0.002739726,0.00282184
0.004155976,0.004878594,0.002739726,0.002840035
0.001126842,0.004354029,0.002739726,0.002708589
0.000766815,0.005412777,0.002739726,0.002712717
0.001554468,0.005229001,0.002739726,0.002702114
0.000876341,0.005917502,0.002739726,0.002261409
0.001889851,0.003224724,0.002739726,0.002056867
0.000746318,0.003068552,0.002739726,0.002555954
0.000300401,0.003304779,0.002739726,0.002625521
0.00062809,0.005141115,0.002739726,0.00276978
0.001341275,0.004570259,0.002739726,0.002740964
0.000925889,0.004037264,0.002739726,0.002553606
0.000432883,0.004279223,0.002739726,0.002139863
0.002045257,0.004621477,0.002739726,0.002061202
0.004167617,0.00470454,0.002739726,0.002749903
0.001515866,0.00495264,0.002739726,0.002718316
0.002465733,0.00408241,0.002739726,0.002696929
0.003575083,0.004102853,0.002739726,0.002706924
0.001743621,0.002864041,0.002739726,0.002561907
0.003367335,0.00398781,0.002739726,0.002203117
0.001815959,0.004036486,0.002739726,0.001980912
0.003575154,0.004162492,0.002739726,0.00254531
0.003321272,0.003336236,0.002739726,0.002557441
0.003061023,0.004465255,0.002739726,0.002639695
0.005411468,0.003747988,0.002739726,0.002746167
0.002861547,0.00314767,0.002739726,0.002580584
0.001722518,0.00357528,0.002739726,0.002231973
0.000671567,0.00506346,0.002739726,0.002030779
0.001295337,0.006554322,0.002739726,0.002600265
0.001171694,0.006251849,0.002739726,0.002719318
0.000624658,0.00491231,0.002739726,0.002679135
0.000675128,0.005605411,0.002739726,0.002741962
0.000982626,0.005668688,0.002739726,0.002806776
0.001559886,0.003186541,0.002739726,0.002397141
0.001414302,0.003539808,0.002739726,0.00207188
0.001888687,0.00481558,0.002739726,0.002582156
0.000879471,0.004571276,0.002739726,0.002655225
0.000818478,0.006097525,0.002739726,0.002716637
0.001900181,0.004762861,0.002739726,0.002713667
0.000619438,0.004507056,0.002739726,0.002615832
0.00049038,0.004668785,0.002739726,0.002300087
0.000412485,0.004138763,0.002739726,0.00213251
0.002486634,0.003098968,0.002739726,0.002621026
0.004157406,0.004155592,0.002739726,0.002765261
0.001759723,0.004551542,0.002739726,0.002723022
0.000964087,0.00448372,0.002739726,0.002707774
0.001042489,0.004384258,0.002739726,0.002668324
0.000685173,0.004743538,0.002739726,0.002312379
0.001812091,0.005856686,0.002739726,0.002317014
0.002130085,0.005640596,0.002739726,0.002749316
0.001477255,0.005492693,0.002739726,0.002761799
0.001950619,0.005368195,0.002739726,0.002657815
0.000979588,0.003056004,0.002739726,0.00267565
0.000347159,0.00531912,0.002739726,0.002708526
0.001405722,0.005740091,0.002739726,0.002465084
0.001373527,0.005653582,0.002739726,0.00235148
0.001542719,0.004887315,0.002739726,0.002831534
0.000427315,0.004562203,0.002739726,0.002818203
0.003082072,0.004594751,0.002739726,0.002974783
0.001431727,0.005144789,0.002739726,0.002842633
0.000670333,0.002261489,0.002739726,0.002674792
0.002354594,0.003712399,0.002739726,0.002409283
0.004980863,0.003317628,0.002739726,0.002330902
0.001665826,0.005154934,0.002739726,0.002748137
0.001622956,0.004108473,0.002739726,0.002844477
0.000720079,0.004896339,0.002739726,0.002866347
0.00084235,0.002195752,0.002739726,0.002686123
0.001400034,0.001843863,0.002739726,0.002624675
0.000895452,0.002602858,0.002739726,0.002353748
0.000838171,0.003387041,0.002739726,0.002175248
0.000411815,0.003712795,0.002739726,0.002708928
0.000702741,0.004514148,0.002739726,0.002846932
0.001323815,0.002997722,0.002739726,0.002854632
0.001811036,0.004057662,0.002739726,0.002867619
0.003245444,0.00458046,0.002739726,0.002922913
0.001293115,0.004621944,0.002739726,0.002473147
0.001169921,0.005162344,0.002739726,0.002275357
0.001908693,0.00462521,0.002739726,0.002872168
0.002314395,0.003244603,0.002739726,0.002923615
0.001324319,0.001792968,0.002739726,0.002774455
0.000676293,0.00333346,0.002739726,0.002738259
0.005500378,0.004091084,0.002739726,0.002913202
0.002993664,0.002407859,0.002739726,0.002461408
0.001580295,0.004911485,0.002739726,0.002238279
0.001650892,0.003876325,0.002739726,0.002730411
0.002305743,0.003976174,0.002739726,0.002816576
0.002613059,0.004911485,0.002739726,0.002973335
0.002003651,0.0042629,0.002739726,0.002893054
0.001927898,0.003884646,0.002739726,0.002878302
0.003277364,0.002432436,0.002739726,0.002575564
0.001506745,0.003299049,0.002739726,0.002305213
0.005595932,0.00187547,0.002739726,0.002954937
0.003826264,0.002848287,0.002739726,0.002925976
0.00179906,0.00247488,0.002739726,0.002792188
0.003083192,0.002494273,0.002739726,0.002907745
0.003025098,0.003527698,0.002739726,0.002879047
0.003297043,0.00221626,0.002739726,0.002558504
0.002617498,0.003439982,0.002739726,0.002421386
0.001785104,0.002416119,0.002739726,0.002855996
0.002057171,0.003336825,0.002739726,0.002929805
0.004175707,0.002868466,0.002739726,0.002562486
0.004399123,0.001143197,0.002739726,0.002960822
0.006468195,0.002367728,0.002739726,0.003057286
0.00358341,0.002371664,0.002739726,0.002607085
0.003617307,0.00218002,0.002739726,0.002393528
0.002208915,0.003270919,0.002739726,0.002929104
0.003485087,0.001968963,0.002739726,0.003003483
0.001487055,0.002094072,0.002739726,0.002908243
0.001119645,0.002849645,0.002739726,0.002882326
0.003645309,0.001330284,0.002739726,0.00290701
0.003626043,0.002956657,0.002739726,0.002572269
0.002950809,0.00217802,0.002739726,0.002348955
0.002808255,0.000915718,0.002739726,0.002873841
0.004422241,0.00300145,0.002739726,0.00309676
0.003741013,0.002656157,0.002739726,0.003030255
0.00344575,0.002985748,0.002739726,0.003071296
0.002082574,0.003320787,0.002739726,0.002962709
0.001128148,0.002741793,0.002739726,0.002614962
0.001147381,0.002381419,0.002739726,0.002418017
0.001090551,0.00145016,0.002739726,0.002890747
0.000539479,0.000767131,0.002739726,0.002967464
0.00014982,0.000882296,0.002739726,0.00294715
0.002572317,0.00114774,0.002739726,0.00309096
0.001660728,0.001204153,0.002739726,0.002953942
0.002269358,0.000851271,0.002739726,0.002680801
0.001207158,0.001508808,0.002739726,0.002514106
0.004245833,0.001394357,0.002739726,0.003133133
0.002054433,0.001022,0.002739726,0.003064792
0.002973481,0.002779352,0.002739726,0.003047803
0.004711097,0.001399334,0.002739726,0.002688885
0.006017863,0.001906299,0.002739726,0.002887065
0.003906929,0.001441028,0.002739726,0.002588961
0.002996683,0.001392441,0.002739726,0.002414535
0.003765273,0.001104849,0.002739726,0.00301353
0.004934196,0.001488135,0.002739726,0.003196446
0.007841021,0.000448122,0.002739726,0.003234707
0.005997588,0.001012599,0.002739726,0.003223146
0.002071327,0.001673393,0.002739726,0.003059858
0.002748645,0.000490349,0.002739726,0.002650541
0.00233469,0.000654645,0.002739726,0.002399248
0.001897838,0.000808347,0.002739726,0.003014501
0.001491526,0.001764166,0.002739726,0.003125966
0.000885081,0.001339987,0.002739726,0.003056901
0.000246008,0.000840382,0.002739726,0.003068579
0.000353794,0.000660365,0.002739726,0.003031557
0.001540086,0.001086283,0.002739726,0.00277169
0.000641757,0.000800803,0.002739726,0.002531867
0.001178416,0.001099208,0.002739726,0.003038253
0.001535283,0.000606381,0.002739726,0.00310708
0.002910661,0.000870523,0.002739726,0.003193628
0.003674479,0.001105836,0.002739726,0.003239583
0.003437935,0.000785253,0.002739726,0.003186015
0.000916643,0.000934136,0.002739726,0.002701596
0.007804804,0.001075988,0.002739726,0.002703629
0.003217467,0.000629835,0.002739726,0.00306577
0.001006562,0.000377626,0.002739726,0.003022641
0.000757369,0.000235183,0.002739726,0.00299611
0.003810384,0.000179275,0.002739726,0.003150943
0.001408886,0.000600893,0.002739726,0.002996424
0.002095987,0.000648339,0.002739726,0.0028073
0.001473146,0.000316517,0.002739726,0.00264227
0.002927353,0.00047987,0.002739726,0.003203603
0.005840035,0.000346884,0.002739726,0.003393191
0.002410691,0.000549122,0.002739726,0.003251947
0.003814339,0.000464664,0.002739726,0.003381666
0.002857189,0.000465026,0.002739726,0.00329829
0.000882456,0.000555633,0.002739726,0.002865094
0.006528241,0.000212626,0.002739726,0.002875444
0.004464614,0.000158371,0.002739726,0.003239705
0.003041908,0.000205878,0.002739726,0.003312998
0.001025364,0.000264871,0.002739726,0.003259688
0.001510434,0.00027517,0.002739726,0.003236736
0.00466168,0.000273512,0.002739726,0.003250937
0.004772548,0.000368555,0.002739726,0.002888881
0.002647362,0.000486897,0.002739726,0.002611172
0.001041478,0.000448479,0.002739726,0.002945039
0.000490392,0.000407324,0.002739726,0.002967388
0.000372375,0.000394615,0.002739726,0.002886475
0.003983595,0.000609025,0.002739726,0.003080975
0.003398033,0.000214608,0.002739726,0.00288172
0.002437086,0.000364819,0.002739726,0.002378068
0.005626117,0.000146731,0.002739726,0.002257796
0.005105729,0.000949514,0.002739726,0.002303304
0.006815265,0.000796351,0.002739726,0.002232124
0.007341927,0.000608692,0.002739726,0.002303551
0.006870893,0.000469673,0.002739726,0.002378214
0.003212363,0.000857124,0.002739726,0.002262276
0.006442953,0.001360502,0.002739726,0.002347999
0.009019547,0.000974084,0.002739726,0.002337648
